UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp difference,Power,Wear severity,Load factor
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0,8.899999999999977,6885.009739852271,7757.2,0.03402877697841727
4798,L51977,L,303.5,312.5,1380,46.1,166,0,0,0,0,0,0,9.0,6662.061381202516,7652.6,0.033405797101449274
4799,L51978,L,303.5,312.5,1457,46.4,168,0,0,0,0,0,0,9.0,7079.558100913575,7795.2,0.03184625943719972
4800,L51979,L,303.5,312.5,1418,42.2,170,0,0,0,0,0,0,9.0,6266.3882584583935,7174.000000000001,0.029760225669957688
4801,M19660,M,303.5,312.5,1353,51.0,172,0,0,0,0,0,0,9.0,7225.977262521882,8772.0,0.037694013303769404
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0,8.899999999999977,5389.904852057864,5722.500000000001,0.02077509529860229
4803,M19662,M,303.5,312.4,1318,54.2,177,0,0,0,0,0,0,8.899999999999977,7480.718538825968,9593.4,0.04112291350531108
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0,8.899999999999977,5622.8225313950115,5652.0,0.018362573099415205
4805,L51984,L,303.7,312.6,1621,38.8,182,0,0,0,0,0,0,8.900000000000034,6586.328054299976,7061.599999999999,0.023935842072794568
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0,9.0,5650.845537865033,6182.400000000001,0.020921544209215444
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0,8.899999999999977,7775.441817634737,10044.0,0.03927272727272727
4808,L51987,L,303.5,312.4,1503,36.5,191,0,0,0,0,0,0,8.899999999999977,5744.873405986975,6971.5,0.02428476380572189
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0,8.800000000000011,7145.489658736913,9379.800000000001,0.03461538461538462
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0,8.800000000000011,5670.700403435721,6376.500000000001,0.019746376811594205
4811,M19670,M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0,8.700000000000045,6184.811569220177,7761.799999999999,0.02628418945963976
4812,M19671,M,303.4,312.0,1748,28.4,200,0,0,0,0,0,0,8.600000000000023,5198.623747356293,5680.0,0.016247139588100687
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0,8.5,6076.3533188427455,7693.7,0.02475506205094709
4814,M19673,M,303.3,311.8,1536,40.6,205,0,0,0,0,0,0,8.5,6530.491480870175,8323.0,0.026432291666666666
4815,L51994,L,303.4,311.8,1401,53.0,208,1,0,0,0,1,0,8.400000000000034,7775.755976900096,11024.0,0.03783012134189864
4816,H34229,H,303.4,311.9,1534,33.2,210,0,0,0,0,0,0,8.5,5333.25146453813,6972.000000000001,0.021642764015645372
4817,L51996,L,303.4,312.0,1521,35.9,215,1,1,0,0,0,0,8.600000000000023,5718.10703657839,7718.5,0.023602892833662063
4818,L51997,L,303.5,312.1,1674,30.8,0,0,0,0,0,0,0,8.600000000000023,5399.266798165562,0.0,0.018399044205495818
4819,M19678,M,303.6,312.1,1967,20.9,2,0,0,0,0,0,0,8.5,4305.060548895748,41.8,0.010625317742755465
4820,L51999,L,303.6,312.2,1696,30.7,5,0,0,0,0,0,0,8.599999999999966,5452.464433766349,153.5,0.018101415094339622
4821,M19680,M,303.6,312.1,1627,32.5,7,0,0,0,0,0,0,8.5,5537.318851339809,227.5,0.01997541487400123
4822,L52001,L,303.5,311.9,1405,45.6,10,0,0,0,0,0,0,8.399999999999977,6709.185271006363,456.0,0.032455516014234874
4823,L52002,L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,8.399999999999977,6375.181612052207,466.79999999999995,0.02485623003194888
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0,8.399999999999977,6050.613203034334,541.8000000000001,0.02592096450100469
4825,L52004,L,303.4,311.8,1499,45.0,16,0,0,0,0,0,0,8.400000000000034,7063.871081596649,720.0,0.030020013342228154
4826,L52005,L,303.3,311.8,1692,30.6,18,0,0,0,0,0,0,8.5,5421.886265271408,550.8000000000001,0.018085106382978725
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0,8.400000000000034,3752.569592859936,316.0,0.0069664902998236335
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0,8.400000000000034,8869.574763075969,1295.8,0.040959666203059804
4829,L52008,L,303.5,311.9,1515,39.2,24,0,0,0,0,0,0,8.399999999999977,6219.096817046356,940.8000000000001,0.025874587458745876
4830,L52009,L,303.4,311.9,1491,38.2,26,0,0,0,0,0,0,8.5,5964.439316546366,993.2,0.025620389000670693
4831,L52010,L,303.5,312.0,1756,29.7,28,0,0,0,0,0,0,8.5,5461.47033270664,831.6,0.016913439635535307
4832,L52011,L,303.5,312.0,1366,54.5,30,1,0,1,0,0,0,8.5,7796.0716093933115,1635.0,0.039897510980966326
4833,L52012,L,303.5,312.0,1436,45.1,32,0,0,0,0,0,0,8.5,6782.028332667597,1443.2,0.0314066852367688
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0,8.5,5998.682676470495,1414.4,0.030210602759622368
4835,M19694,M,303.4,311.9,1510,42.2,36,0,0,0,0,0,0,8.5,6672.95223573496,1519.2,0.02794701986754967
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0,8.5,7563.604225003179,1985.1,0.035870331219168425
4837,L52016,L,303.3,311.8,1315,62.0,42,1,0,1,0,0,0,8.5,8537.801634905862,2604.0,0.04714828897338403
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0,8.5,5238.731413567123,1218.8,0.015337763012181616
4839,H34252,H,303.3,311.8,1649,29.4,49,0,0,0,0,0,0,8.5,5076.876560054177,1440.6,0.017828987265009096
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0,8.5,7340.85483388815,2700.0,0.03566333808844508
4841,L52020,L,303.4,311.9,1298,63.9,59,1,0,1,0,0,0,8.5,8685.686873085844,3770.1,0.049229583975346686
4842,M19701,M,303.3,311.8,1441,44.9,61,0,0,0,0,0,0,8.5,6775.462404021596,2738.9,0.031158917418459404
4843,M19702,M,303.3,311.8,1489,49.4,64,0,0,0,0,0,0,8.5,7702.829139434765,3161.6,0.03317662860980524
4844,L52023,L,303.3,311.8,1842,24.5,67,0,0,0,0,0,0,8.5,4725.897828795126,1641.5,0.013300760043431054
4845,M19704,M,303.4,311.8,1316,50.9,69,1,0,1,0,0,0,8.400000000000034,7014.589964837337,3512.1,0.03867781155015197
4846,M19705,M,303.3,311.8,1583,33.3,72,0,0,0,0,0,0,8.5,5520.186699402232,2397.6,0.021036007580543272
4847,M19706,M,303.3,311.8,1548,33.5,75,0,0,0,0,0,0,8.5,5430.5570609953165,2512.5,0.021640826873385012
4848,L52027,L,303.4,311.9,1434,44.6,78,0,0,0,0,0,0,8.5,6697.498546335008,3478.8,0.03110181311018131
4849,H34262,H,303.5,312.0,1397,52.9,80,0,0,0,0,0,0,8.5,7738.926039024512,4232.0,0.03786685755189692
4850,M19709,M,303.5,312.0,1475,42.9,85,0,0,0,0,0,0,8.5,6626.404304584271,3646.5,0.029084745762711865
4851,L52030,L,303.5,312.0,1441,56.8,88,0,0,0,0,0,0,8.5,8571.186292838009,4998.4,0.03941707147814018
4852,L52031,L,303.7,312.1,1363,51.8,90,1,0,1,0,0,0,8.400000000000034,7393.570758615387,4662.0,0.038004402054292
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0,8.5,5916.990795501648,3210.7999999999997,0.021556516368128473
4854,L52033,L,303.7,312.2,1487,34.0,94,0,0,0,0,0,0,8.5,5294.421379339759,3196.0,0.022864828513786146
4855,L52034,L,303.7,312.2,1568,33.8,96,0,0,0,0,0,0,8.5,5549.979469733776,3244.7999999999997,0.02155612244897959
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0,8.600000000000023,6652.322443976386,4527.6,0.033600000000000005
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0,8.699999999999989,5565.582713246606,3130.0,0.01843345111896349
4858,L52037,L,303.7,312.3,1606,37.4,103,0,0,0,0,0,0,8.600000000000023,6289.929259409293,3852.2,0.02328767123287671
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0,8.600000000000023,7204.614432477473,5355.0,0.03780578206078577
4860,L52039,L,303.7,312.4,1535,38.6,107,0,0,0,0,0,0,8.699999999999989,6204.750210594962,4130.2,0.02514657980456026
4861,M19720,M,303.6,312.4,1504,49.5,109,0,0,0,0,0,0,8.799999999999955,7796.17632914843,5395.5,0.03291223404255319
4862,L52041,L,303.5,312.3,1946,21.1,112,0,0,0,0,0,0,8.800000000000011,4299.855977066302,2363.2000000000003,0.010842754367934224
4863,L52042,L,303.5,312.1,1326,55.7,114,0,0,0,0,0,0,8.600000000000023,7734.412617578855,6349.8,0.042006033182503774
4864,M19723,M,303.6,312.3,1915,22.3,116,0,0,0,0,0,0,8.699999999999989,4472.004782507511,2586.8,0.01164490861618799
4865,L52044,L,303.6,312.3,1451,43.4,119,0,0,0,0,0,0,8.699999999999989,6594.559027052383,5164.599999999999,0.02991040661612681
4866,M19725,M,303.5,312.3,1624,34.8,121,0,0,0,0,0,0,8.800000000000011,5918.2579045385955,4210.799999999999,0.021428571428571425
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,8.799999999999955,5352.7188670148735,3558.7999999999997,0.016114542391914653
4868,L52047,L,303.6,312.5,1345,54.1,126,0,0,0,0,0,0,8.899999999999977,7619.8806214044835,6816.6,0.04022304832713755
4869,L52048,L,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,8.799999999999955,6830.660186945168,5888.0,0.03244005641748942
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,8.699999999999989,4767.576291332751,3445.0,0.015424912689173457
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,8.699999999999989,4867.740737104705,3762.0,0.01747394236664623
4872,L52051,L,303.7,312.4,1513,40.1,135,0,0,0,0,0,0,8.699999999999989,6353.483678791414,5413.5,0.026503635161929943
4873,L52052,L,303.7,312.4,1316,59.3,137,0,0,0,0,0,0,8.699999999999989,8172.204025832105,8124.099999999999,0.04506079027355623
4874,M19733,M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0,8.699999999999989,5989.048458999486,5393.2,0.026322930800542738
4875,L52054,L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0,8.699999999999989,5238.825661346732,4387.8,0.019085855466337245
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0,8.699999999999989,5560.87032426622,4492.8,0.018331374853113983
4877,M19736,M,303.7,312.4,1540,37.4,146,0,0,0,0,0,0,8.699999999999989,6031.439015871924,5460.4,0.024285714285714285
4878,M19737,M,303.7,312.4,1546,33.7,149,0,0,0,0,0,0,8.699999999999989,5455.920185685299,5021.3,0.02179818887451488
4879,L52058,L,303.7,312.4,1348,51.0,152,0,0,0,0,0,0,8.699999999999989,7199.273724966369,7752.0,0.037833827893175076
4880,H34293,H,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,8.800000000000011,5666.59538903503,5482.400000000001,0.023421052631578947
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,8.800000000000011,6700.106068237486,6662.099999999999,0.027439423706614275
4882,M19741,M,303.8,312.6,1406,47.1,162,0,0,0,0,0,0,8.800000000000011,6934.814455387181,7630.2,0.033499288762446656
4883,L52062,L,303.7,312.5,1462,46.2,165,0,0,0,0,0,0,8.800000000000011,7073.233027704348,7623.000000000001,0.031600547195622435
4884,M19743,M,303.8,312.6,1684,29.3,167,0,0,0,0,0,0,8.800000000000011,5166.998381310156,4893.1,0.017399049881235154
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,8.699999999999989,4852.713452245034,4760.0,0.016918429003021148
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,8.699999999999989,4594.558311924049,4392.5,0.014359267734553777
4887,L52066,L,303.8,312.5,1372,45.7,180,0,0,0,0,0,0,8.699999999999989,6565.970533904717,8226.0,0.03330903790087464
4888,L52067,L,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,8.800000000000011,5164.495579162796,6060.599999999999,0.022484807562457798
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0,8.699999999999989,6206.781773844284,7212.8,0.02592592592592593
4890,L52069,L,303.7,312.5,1632,36.6,186,0,0,0,0,0,0,8.800000000000011,6255.036637003422,6807.6,0.022426470588235294
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,8.699999999999989,7010.725805873421,8253.199999999999,0.028786885245901637
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0,8.600000000000023,4854.640295739236,5016.0,0.015034168564920273
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0,8.600000000000023,4649.3686317536785,4458.3,0.012018730489073882
4894,M19753,M,303.8,312.5,1448,44.3,195,0,0,0,0,0,0,8.699999999999989,6717.395299807743,8638.5,0.0305939226519337
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,8.699999999999989,7061.274031669683,9226.800000000001,0.032204561161022806
4896,M19755,M,303.8,312.4,1597,33.4,203,0,0,0,0,0,0,8.599999999999966,5585.730794131628,6780.2,0.020914214151534126
4897,M19756,M,303.7,312.4,1642,32.3,206,0,0,0,0,0,0,8.699999999999989,5553.979764379346,6653.799999999999,0.019671132764920825
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,8.699999999999989,6068.509809184284,7942.0,0.024918032786885248
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0,8.799999999999955,8210.238240891566,11491.800000000001,0.036780821917808224
4900,L52079,L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0,8.699999999999989,4018.4739950597755,3876.2999999999997,0.008164206642066421
4901,L52080,L,303.6,312.4,1388,41.9,221,0,0,0,0,0,0,8.799999999999955,6090.207742445078,9259.9,0.030187319884726223
4902,M19761,M,303.6,312.3,1630,32.4,223,0,0,0,0,0,0,8.699999999999989,5530.459707379472,7225.2,0.01987730061349693
4903,L52082,L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0,8.699999999999989,4958.354741209746,6621.8,0.01813118811881188
4904,L52083,L,303.6,312.4,2232,16.8,0,0,0,0,0,0,0,8.799999999999955,3926.7394895749544,0.0,0.007526881720430108
4905,H34318,H,303.6,312.4,1480,50.7,2,0,0,0,0,0,0,8.799999999999955,7857.751545158791,101.4,0.03425675675675676
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0,8.799999999999955,7579.123692711913,371.7,0.038958180484225974
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0,8.799999999999955,6857.217116843513,410.40000000000003,0.03175487465181059
4908,M19767,M,303.6,312.5,1607,33.7,14,0,0,0,0,0,0,8.899999999999977,5671.192586284783,471.80000000000007,0.020970752955818298
4909,M19768,M,303.6,312.5,1459,48.2,17,0,0,0,0,0,0,8.899999999999977,7364.291115083931,819.4000000000001,0.03303632625085675
4910,L52089,L,303.5,312.4,1481,43.7,20,0,0,0,0,0,0,8.899999999999977,6777.431135417845,874.0,0.029507089804186364
4911,M19770,M,303.5,312.4,1606,31.7,22,0,0,0,0,0,0,8.899999999999977,5331.303677092903,697.4,0.019738480697384805
4912,L52091,L,303.5,312.3,1681,29.8,25,0,0,0,0,0,0,8.800000000000011,5245.810469013213,745.0,0.017727543129089827
4913,L52092,L,303.5,312.2,1511,37.1,27,0,0,0,0,0,0,8.699999999999989,5870.390504473399,1001.7,0.02455327597617472
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0,8.800000000000011,5872.013660677754,1020.8000000000001,0.022096672944130574
4915,M19774,M,303.5,312.3,1532,41.7,32,0,0,0,0,0,0,8.800000000000011,6689.958723966392,1334.4,0.027219321148825068
4916,H34329,H,303.5,312.3,1386,49.0,35,0,0,0,0,0,0,8.800000000000011,7111.937449196573,1715.0,0.03535353535353535
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0,8.900000000000034,5168.45398590632,1116.0,0.015771622385528546
4918,M19777,M,303.4,312.2,1561,38.2,45,0,0,0,0,0,0,8.800000000000011,6244.459941736336,1719.0000000000002,0.024471492632927614
4919,L52098,L,303.3,312.2,1457,40.7,48,0,0,0,0,0,0,8.899999999999977,6209.871006620314,1953.6000000000001,0.027934111187371314
4920,L52099,L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0,8.899999999999977,6308.318048408304,2000.0,0.02656042496679947
4921,L52100,L,303.4,312.2,1337,69.4,52,1,0,0,1,0,0,8.800000000000011,9716.715694091969,3608.8,0.05190725504861631
4922,L52101,L,303.4,312.3,1287,54.8,54,0,0,0,0,0,0,8.900000000000034,7385.633001177316,2959.2,0.04257964257964258
4923,M19782,M,303.4,312.2,1615,35.7,56,0,0,0,0,0,0,8.800000000000011,6037.669841301544,1999.2000000000003,0.02210526315789474
4924,M19783,M,303.4,312.2,1972,23.5,59,0,0,0,0,0,0,8.800000000000011,4852.922891755273,1386.5,0.01191683569979716
4925,H34338,H,303.4,312.3,1522,42.1,62,0,0,0,0,0,0,8.900000000000034,6710.043972998344,2610.2000000000003,0.02766097240473062
4926,L52105,L,303.4,312.3,1680,30.6,67,0,0,0,0,0,0,8.900000000000034,5383.43317119147,2050.2000000000003,0.018214285714285714
4927,L52106,L,303.4,312.3,1502,36.0,69,0,0,0,0,0,0,8.900000000000034,5662.406598830243,2484.0,0.023968042609853527
4928,M19787,M,303.5,312.3,1543,33.3,71,0,0,0,0,0,0,8.800000000000011,5380.699985582845,2364.2999999999997,0.021581335061568372
4929,L52108,L,303.5,312.3,1584,35.2,74,0,0,0,0,0,0,8.800000000000011,5838.8384422558465,2604.8,0.022222222222222223
4930,L52109,L,303.5,312.4,1340,44.5,76,0,0,0,0,0,0,8.899999999999977,6244.438997785312,3382.0,0.0332089552238806
4931,L52110,L,303.4,312.3,1663,33.9,78,0,0,0,0,0,0,8.900000000000034,5903.649498699404,2644.2,0.020384846662657847
4932,M19791,M,303.3,312.1,1693,30.0,80,0,0,0,0,0,0,8.800000000000011,5318.71636252752,2400.0,0.01772002362669817
4933,L52112,L,303.3,312.1,1418,44.7,83,0,0,0,0,0,0,8.800000000000011,6637.619790357587,3710.1000000000004,0.031523272214386465
4934,H34347,H,303.4,312.2,1554,36.8,85,0,0,0,0,0,0,8.800000000000011,5988.629579979007,3127.9999999999995,0.02368082368082368
4935,L52114,L,303.4,312.2,1580,35.8,90,0,0,0,0,0,0,8.800000000000011,5923.368228588434,3221.9999999999995,0.022658227848101262
4936,L52115,L,303.4,312.3,1479,42.8,92,0,0,0,0,0,0,8.900000000000034,6628.886162780606,3937.6,0.028938471940500338
4937,L52116,L,303.5,312.4,1284,70.6,94,1,0,0,1,0,0,8.899999999999977,9492.887689499206,6636.4,0.05498442367601246
4938,L52117,L,303.4,312.3,1540,38.7,96,0,0,0,0,0,0,8.900000000000034,6241.087965621484,3715.2000000000003,0.02512987012987013
4939,M19798,M,303.5,312.4,1606,30.1,98,0,0,0,0,0,0,8.899999999999977,5062.215794337425,2949.8,0.018742216687422167
4940,L52119,L,303.6,312.5,1286,62.4,101,0,0,0,0,0,0,8.899999999999977,8403.383357234266,6302.4,0.04852255054432348
4941,L52120,L,303.6,312.6,1502,39.5,103,0,0,0,0,0,0,9.0,6212.918351494294,4068.5,0.0262982689747004
4942,M19801,M,303.6,312.7,1699,31.5,105,0,0,0,0,0,0,9.099999999999966,5604.444214371511,3307.5,0.018540317834020013
4943,L52122,L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0,9.100000000000023,5737.4278313979685,3693.6000000000004,0.021348314606741574
4944,H34357,H,303.6,312.6,1436,42.0,110,0,0,0,0,0,0,9.0,6315.857870776919,4620.0,0.02924791086350975
4945,M19804,M,303.6,312.7,1765,27.5,115,0,0,0,0,0,0,9.099999999999966,5082.835114120487,3162.5,0.015580736543909348
4946,L52125,L,303.6,312.7,1418,44.1,118,0,0,0,0,0,0,9.099999999999966,6548.52422270178,5203.8,0.031100141043723554
4947,M19806,M,303.7,312.7,1669,31.7,120,0,0,0,0,0,0,9.0,5540.439500042375,3804.0,0.018993409227082085
4948,L52127,L,303.7,312.7,1395,53.9,123,0,0,0,0,0,0,9.0,7873.930747324777,6629.7,0.03863799283154122
4949,M19808,M,303.8,312.7,1500,41.7,125,0,0,0,0,0,0,8.899999999999977,6550.220682734719,5212.5,0.027800000000000002
4950,M19809,M,303.8,312.7,1555,33.4,128,0,0,0,0,0,0,8.899999999999977,5438.829921649769,4275.2,0.02147909967845659
4951,M19810,M,303.8,312.7,1919,20.2,131,0,0,0,0,0,0,8.899999999999977,4059.3356435074675,2646.2,0.010526315789473684
4952,L52131,L,303.8,312.7,1596,36.6,134,0,0,0,0,0,0,8.899999999999977,6117.057887657758,4904.400000000001,0.02293233082706767
4953,M19812,M,303.8,312.7,1374,53.6,136,0,0,0,0,0,0,8.899999999999977,7712.232973444511,7289.6,0.03901018922852984
4954,L52133,L,303.7,312.5,1670,26.1,139,0,0,0,0,0,0,8.800000000000011,4564.419966400611,3627.9,0.01562874251497006
4955,L52134,L,303.7,312.6,1702,29.1,141,0,0,0,0,0,0,8.900000000000034,5186.580975517533,4103.1,0.01709753231492362
4956,M19815,M,303.8,312.5,1366,45.1,143,0,0,0,0,0,0,8.699999999999989,6451.4280657548325,6449.3,0.033016105417276724
4957,M19816,M,303.8,312.5,2344,15.2,146,0,0,0,0,0,0,8.699999999999989,3731.0392112073337,2219.2,0.006484641638225256
4958,M19817,M,303.8,312.6,1768,23.9,149,0,0,0,0,0,0,8.800000000000011,4424.954196532247,3561.1,0.013518099547511311
4959,L52138,L,303.8,312.5,1523,47.0,152,0,0,0,0,0,0,8.699999999999989,7495.944791220366,7144.0,0.030860144451739988
4960,L52139,L,303.8,312.6,1735,25.9,154,0,0,0,0,0,0,8.800000000000011,4705.739275934591,3988.6,0.014927953890489913
4961,L52140,L,303.9,312.7,1339,62.3,156,0,0,0,0,0,0,8.800000000000011,8735.690556155483,9718.8,0.04652725914861837
4962,L52141,L,303.9,312.7,1800,24.3,158,0,0,0,0,0,0,8.800000000000011,4580.442088933919,3839.4,0.0135
4963,M19822,M,304.0,312.7,1456,51.2,160,0,0,0,0,0,0,8.699999999999989,7806.564528856301,8192.0,0.035164835164835165
4964,L52143,L,303.9,312.7,1789,24.4,163,0,0,0,0,0,0,8.800000000000011,4571.18486258134,3977.2,0.01363890441587479
4965,L52144,L,303.9,312.7,1602,33.9,165,0,0,0,0,0,0,8.800000000000011,5687.0995170874585,5593.5,0.021161048689138574
4966,M19825,M,303.8,312.7,1364,49.3,167,0,0,0,0,0,0,8.899999999999977,7041.900876972544,8233.1,0.036143695014662754
4967,L52146,L,303.8,312.6,1793,28.1,170,0,0,0,0,0,0,8.800000000000011,5276.1268381203545,4777.0,0.015672058003346347
4968,L52147,L,303.9,312.6,1426,53.4,172,0,0,0,0,0,0,8.700000000000045,7974.2418007539,9184.8,0.037447405329593265
4969,M19828,M,303.9,312.7,1485,43.3,174,0,0,0,0,0,0,8.800000000000011,6733.532614071683,7534.2,0.029158249158249158
4970,L52149,L,303.9,312.7,1528,38.4,177,0,0,0,0,0,0,8.800000000000011,6144.452575597062,6796.8,0.02513089005235602
4971,L52150,L,303.8,312.6,1565,36.0,179,0,0,0,0,0,0,8.800000000000011,5899.911003441632,6444.0,0.023003194888178913
4972,L52151,L,303.8,312.7,1838,27.8,181,0,0,0,0,0,0,8.899999999999977,5350.802495496184,5031.8,0.015125136017410229
4973,H34386,H,303.8,312.6,1811,24.9,183,0,0,0,0,0,0,8.800000000000011,4722.222165390425,4556.7,0.013749309773605741
4974,L52153,L,303.8,312.7,1461,38.2,188,0,0,0,0,0,0,8.899999999999977,5844.430477179236,7181.6,0.026146475017111568
4975,L52154,L,303.8,312.7,1414,41.7,190,0,0,0,0,0,0,8.899999999999977,6174.674696924595,7923.000000000001,0.029490806223479493
4976,L52155,L,303.7,312.7,1426,45.5,192,0,0,0,0,0,0,9.0,6794.531871428885,8736.0,0.03190743338008415
4977,L52156,L,303.7,312.7,1359,56.8,194,1,0,0,0,1,0,9.0,8083.44356139268,11019.199999999999,0.041795437821927885
4978,L52157,L,303.7,312.7,1540,44.8,196,0,0,0,0,0,0,9.0,7224.825345215567,8780.8,0.029090909090909087
4979,L52158,L,303.6,312.7,1429,47.7,198,0,0,0,0,0,0,9.099999999999966,7138.044084147905,9444.6,0.03337998600419874
4980,M19839,M,303.7,312.7,1612,36.3,200,0,0,0,0,0,0,9.0,6127.739302679963,7259.999999999999,0.022518610421836227
4981,M19840,M,303.7,312.8,1685,31.8,203,0,0,0,0,0,0,9.100000000000023,5611.1986385767295,6455.400000000001,0.01887240356083086
4982,M19841,M,303.7,312.8,1558,37.7,206,0,0,0,0,0,0,9.100000000000023,6150.882368561408,7766.200000000001,0.024197689345314508
4983,L52162,L,303.7,313.0,1811,24.3,209,0,0,0,0,0,0,9.300000000000011,4608.4336794774035,5078.7,0.013418001104362231
4984,L52163,L,303.8,313.1,1869,25.8,211,0,0,0,0,0,0,9.300000000000011,5049.607535821018,5443.8,0.013804173354735152
