Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp difference,Power,Wear severity,Load factor
H,302.0,310.6,1346,54.7,196,0,8.600000000000023,7710.117634391095,10721.2,0.0406389301634472
M,302.0,310.5,1381,58.4,201,0,8.5,8445.690138302607,11738.4,0.0422881969587255
L,301.9,310.5,1340,55.7,204,1,8.600000000000023,7816.073082621166,11362.8,0.0415671641791044
L,302.0,310.6,1366,47.7,206,0,8.600000000000023,6823.350748037816,9826.2,0.0349194729136164
L,302.1,310.7,1325,45.1,208,1,8.599999999999966,6257.790766563069,9380.8,0.0340377358490566
M,302.1,310.7,1376,46.3,210,1,8.599999999999966,6671.56993496738,9723.0,0.0336482558139534
M,302.1,310.7,1364,47.8,213,1,8.599999999999966,6827.64425799772,10181.4,0.0350439882697947
L,302.2,310.6,1462,43.6,0,0,8.400000000000034,6675.172294543498,0.0,0.0298221614227086
M,302.1,310.6,1517,38.9,2,0,8.5,6179.648885292778,77.8,0.0256427158866183
L,302.1,310.6,1385,53.6,5,0,8.5,7773.975741063064,268.0,0.0387003610108303
L,302.1,310.6,1439,40.0,7,0,8.5,6027.669104687617,280.0,0.0277970813064628
M,302.0,310.6,1623,34.3,9,0,8.600000000000023,5829.6335757808265,308.7,0.0211337030191004
H,302.0,310.6,1438,43.2,12,0,8.600000000000023,6505.358739641457,518.4000000000001,0.0300417246175243
L,301.9,310.4,1708,24.8,17,0,8.5,4435.761275260596,421.6,0.014519906323185
M,301.8,310.3,1666,32.7,19,0,8.5,5704.943763359849,621.3000000000001,0.0196278511404561
L,301.9,310.4,1286,62.8,22,1,8.5,8457.25119926782,1381.6,0.0488335925349922
L,301.9,310.3,1485,46.3,24,0,8.400000000000034,7200.059123129768,1111.1999999999998,0.0311784511784511
M,301.8,310.3,1409,52.5,26,0,8.5,7746.382085589033,1365.0,0.0372604684173172
L,301.8,310.3,1765,27.3,29,0,8.5,5045.869040563247,791.7,0.0154674220963172
L,301.8,310.3,1688,28.8,31,0,8.5,5090.888063289188,892.8000000000001,0.0170616113744075
M,301.7,310.3,1787,26.7,33,0,8.600000000000023,4996.483204048815,881.1,0.01494124230554
L,301.7,310.1,1487,48.0,36,0,8.400000000000034,7474.477241420836,1728.0,0.0322797579018157
L,301.7,310.1,1384,50.5,38,0,8.400000000000034,7319.0731248232605,1919.0,0.0364884393063583
L,301.7,310.2,1311,57.4,40,1,8.5,7880.308180411565,2296.0,0.0437833714721586
H,301.7,310.2,1620,30.8,42,0,8.5,5225.096901450544,1293.6,0.0190123456790123
L,301.7,310.2,1331,61.2,47,1,8.5,8530.178036733148,2876.4,0.0459804658151765
H,301.7,310.1,1462,38.3,49,0,8.400000000000034,5863.740800023301,1876.7,0.0261969904240766
L,301.7,310.1,1424,50.2,54,0,8.400000000000034,7485.870750777856,2710.8,0.035252808988764
L,301.7,310.1,1500,39.6,56,0,8.400000000000034,6220.353454107791,2217.6,0.0264
L,301.8,310.1,1738,28.0,58,0,8.300000000000011,5096.082163143123,1624.0,0.0161104718066743
M,301.8,310.3,1465,46.5,60,0,8.5,7133.771518139023,2790.0,0.0317406143344709
L,301.8,310.3,1482,41.4,63,0,8.5,6425.059631415702,2608.2,0.0279352226720647
L,301.9,310.3,1398,44.0,65,0,8.400000000000034,6441.521576920512,2860.0,0.0314735336194563
L,301.9,310.3,1972,21.3,67,0,8.400000000000034,4398.606706144142,1427.1,0.0108012170385395
L,301.9,310.4,1603,37.6,69,0,8.5,6311.75285637623,2594.4,0.0234560199625701
L,301.9,310.4,1610,34.8,71,0,8.5,5867.238439844297,2470.8,0.0216149068322981
M,301.9,310.4,1373,48.0,73,1,8.5,6901.450741406056,3504.0,0.0349599417334304
M,302.0,310.5,1425,44.7,76,0,8.5,6670.386601734528,3397.2000000000003,0.0313684210526315
M,302.0,310.4,1212,55.6,79,1,8.399999999999977,7056.771082199537,4392.400000000001,0.0458745874587458
M,302.0,310.4,1828,26.3,82,0,8.399999999999977,5034.548835034811,2156.6,0.0143873085339168
L,302.0,310.5,1370,44.4,85,1,8.5,6369.893264418663,3774.0,0.0324087591240875
M,302.0,310.5,1823,25.1,87,0,8.5,4791.693250936808,2183.7000000000003,0.0137685134393856
L,302.0,310.5,1263,60.6,90,1,8.5,8015.019673397496,5454.0,0.047980997624703
L,301.9,310.4,1889,21.5,92,0,8.5,4253.035774552302,1978.0,0.0113816834303864
M,302.0,310.5,1639,32.9,94,0,8.5,5646.813827292925,3092.6,0.0200732153752287
M,302.0,310.4,1608,33.1,97,0,8.399999999999977,5573.6880222928685,3210.7000000000003,0.0205845771144278
H,301.9,310.3,1653,32.4,100,0,8.400000000000034,5608.496868894641,3240.0,0.019600725952813
L,302.0,310.4,1591,29.8,105,0,8.399999999999977,4964.9520857822845,3129.0,0.0187303582652419
L,302.1,310.5,1696,30.9,107,0,8.399999999999977,5487.985374702938,3306.3,0.0182193396226415
L,302.2,310.6,1346,47.5,109,1,8.400000000000034,6695.257543575447,5177.5,0.0352897473997028
M,302.2,310.5,1507,40.4,111,0,8.300000000000011,6375.631906999222,4484.4,0.0268082282680822
H,302.3,310.6,1525,48.7,114,0,8.300000000000011,7777.274413349333,5551.8,0.0319344262295082
M,302.3,310.7,1559,33.9,119,0,8.399999999999977,5534.449530049531,4034.1,0.0217447081462475
L,302.2,310.6,1632,30.5,122,0,8.400000000000034,5212.530530836185,3721.0,0.018688725490196
L,302.1,310.5,1559,36.0,124,0,8.399999999999977,5877.291536335785,4464.0,0.0230917254650416
M,302.2,310.6,1355,51.5,126,1,8.400000000000034,7307.606311637658,6489.0,0.0380073800738007
M,302.2,310.5,1832,23.7,129,0,8.300000000000011,4546.764215687435,3057.3,0.0129366812227074
L,302.2,310.6,1386,50.0,132,0,8.400000000000034,7257.079029792421,6600.0,0.036075036075036
M,302.2,310.6,1346,49.2,134,1,8.400000000000034,6934.877287240253,6592.8,0.0365527488855869
L,302.3,310.7,1499,37.8,137,0,8.399999999999977,5933.651708541185,5178.599999999999,0.0252168112074716
L,302.3,310.7,1612,33.4,139,0,8.399999999999977,5638.195391446577,4642.599999999999,0.0207196029776674
M,302.3,310.7,1544,39.7,141,0,8.399999999999977,6418.985885618761,5597.700000000001,0.0257124352331606
L,302.5,310.9,1477,39.2,144,0,8.399999999999977,6063.106269820109,5644.8,0.0265402843601895
L,302.5,310.9,1624,34.4,146,0,8.399999999999977,5850.231951612865,5022.4,0.0211822660098522
L,302.4,310.9,1349,46.1,148,1,8.5,6512.40637916101,6822.8,0.034173461823573
L,302.4,310.8,1686,28.8,150,0,8.400000000000034,5084.856205394297,4320.0,0.0170818505338078
M,302.4,310.7,1521,40.4,152,0,8.300000000000011,6434.861400494901,6140.8,0.0265614727153188
L,302.4,310.7,1362,54.8,155,1,8.300000000000011,7816.031194719118,8494.0,0.0402349486049926
L,302.3,310.7,1402,50.9,157,0,8.399999999999977,7472.990220898137,7991.3,0.036305278174037
L,302.2,310.6,1334,53.2,159,1,8.400000000000034,7431.83535713611,8458.800000000001,0.0398800599700149
L,302.2,310.6,1348,48.4,161,1,8.400000000000034,6832.251927222986,7792.4,0.0359050445103857
M,302.2,310.6,1570,34.6,163,0,8.400000000000034,5688.586537610158,5639.8,0.0220382165605095
M,302.2,310.7,1601,33.0,166,0,8.5,5532.658822236985,5478.0,0.0206121174266083
M,302.3,310.8,1611,31.8,169,0,8.5,5364.772110829146,5374.2,0.0197392923649906
L,302.4,310.9,1560,31.8,172,0,8.5,5194.937611976082,5469.6,0.0203846153846153
H,302.4,310.9,1444,40.7,174,0,8.5,6154.463784186501,7081.8,0.028185595567867
L,302.4,311.0,1317,59.4,179,0,8.600000000000023,8192.20549905996,10632.6,0.0451025056947608
M,302.5,311.0,1463,43.1,181,0,8.5,6603.135574996684,7801.1,0.0294600136705399
L,302.4,311.1,1634,34.2,184,0,8.700000000000045,5852.033131400923,6292.8,0.0209302325581395
L,302.4,311.0,1423,46.2,186,0,8.600000000000023,6884.548972929744,8593.2,0.0324666198172874
L,302.5,311.0,1548,38.4,188,0,8.5,6224.87734752896,7219.2,0.0248062015503875
M,302.5,311.0,1563,35.6,190,0,8.5,5826.900390172204,6764.0,0.0227767114523352
L,302.4,311.0,1573,36.5,193,0,8.600000000000023,6012.432380317707,7044.5,0.0232040686586141
M,302.4,311.1,1432,44.5,195,0,8.700000000000045,6673.161675245199,8677.5,0.0310754189944134
M,302.5,311.1,1638,32.0,198,0,8.600000000000023,5488.990684352087,6336.0,0.0195360195360195
L,302.5,311.1,1571,34.2,201,0,8.600000000000023,5626.403947020104,6874.200000000001,0.0217695735200509
L,302.4,311.0,2211,15.4,203,0,8.600000000000023,3565.644829971344,3126.2000000000003,0.0069651741293532
L,302.4,311.0,1555,40.6,205,0,8.600000000000023,6611.272299969481,8323.0,0.0261093247588424
M,302.3,310.9,1558,31.9,207,0,8.599999999999966,5204.592773398114,6603.299999999999,0.0204749679075738
M,302.3,310.9,1523,43.2,210,0,8.599999999999966,6889.889680440848,9072.0,0.0283650689428759
L,302.3,310.8,1723,26.3,213,0,8.5,4745.365231271871,5601.900000000001,0.0152640742890307
M,302.3,310.8,1721,28.4,215,0,8.5,5118.324639130539,6106.0,0.0165020337013364
M,302.3,310.9,1710,30.4,218,1,8.599999999999966,5443.751750140394,6627.2,0.0177777777777777
M,302.3,310.9,1627,32.3,0,0,8.599999999999966,5503.243043023872,0.0,0.0198524892440073
M,302.2,310.8,1422,47.0,3,0,8.600000000000023,6998.84011366734,141.0,0.0330520393811533
L,302.1,310.8,1565,35.3,6,0,8.699999999999989,5785.190511708043,211.8,0.0225559105431309
L,302.1,310.7,1314,52.8,8,1,8.599999999999966,7265.372834397899,422.4,0.0401826484018264
M,302.0,310.6,1392,60.5,10,0,8.600000000000023,8819.078897157267,605.0,0.0434626436781609
L,302.1,310.7,1465,40.7,13,0,8.599999999999966,6243.967758887275,529.1,0.0277815699658703
L,301.9,310.6,1573,36.6,15,0,8.700000000000045,6028.904797798029,549.0,0.0232676414494596
M,302.0,310.7,2157,17.8,17,0,8.699999999999989,4020.673109917289,302.6,0.0082522021325915
L,301.9,310.7,1370,50.3,20,0,8.800000000000011,7216.343045050874,1006.0,0.0367153284671532
L,301.9,310.6,1462,38.8,22,0,8.700000000000045,5940.290941015772,853.5999999999999,0.0265389876880984
M,302.0,310.6,1479,40.5,24,0,8.600000000000023,6272.660971790061,972.0,0.0273833671399594
L,301.9,310.7,1717,26.8,27,0,8.800000000000011,4818.742363684216,723.6,0.0156086196854979
M,301.9,310.6,1260,65.9,29,0,8.700000000000045,8695.30014660583,1911.1,0.0523015873015873
L,301.9,310.6,1467,39.3,32,0,8.700000000000045,6037.418513889256,1257.6,0.0267893660531697
M,302.0,310.6,1535,38.6,34,0,8.600000000000023,6204.750210594962,1312.4,0.0251465798045602
L,302.0,310.7,1657,31.9,37,0,8.699999999999989,5535.308232041512,1180.3,0.0192516596258298
L,302.0,310.7,1698,28.1,39,0,8.699999999999989,4996.577451828422,1095.9,0.0165488810365135
L,302.1,310.7,1359,49.3,41,1,8.599999999999966,7016.087457335549,2021.3,0.0362766740250183
L,302.1,310.8,1596,37.1,43,0,8.699999999999989,6200.624252243247,1595.3,0.0232456140350877
L,302.2,310.8,1383,46.9,45,0,8.600000000000023,6792.406060399956,2110.5,0.0339117859725235
L,302.2,310.8,2203,16.6,47,0,8.600000000000023,3829.580500774935,780.2,0.0075351793009532
M,302.2,310.8,1408,46.8,49,0,8.600000000000023,6900.445431756907,2293.2,0.0332386363636363
L,302.2,310.8,1673,32.9,52,0,8.600000000000023,5763.953345369777,1710.8,0.0196652719665271
L,302.2,310.8,1340,47.8,54,0,8.600000000000023,6707.509754924447,2581.2,0.0356716417910447
L,302.2,310.9,1452,42.3,56,0,8.699999999999989,6431.845471547455,2368.8,0.0291322314049586
M,302.2,310.9,1302,53.4,58,0,8.699999999999989,7280.829470253561,3097.2,0.0410138248847926
H,302.2,310.9,1522,35.9,61,0,8.699999999999989,5721.866475787186,2189.9,0.0235873850197109
L,302.2,310.8,1438,41.4,66,0,8.600000000000023,6234.302125489729,2732.4,0.0287899860917941
L,302.2,310.9,1604,40.5,68,0,8.699999999999989,6802.804732083338,2754.0,0.0252493765586034
L,302.2,311.0,1832,23.2,70,0,8.800000000000011,4450.840919997828,1624.0,0.0126637554585152
M,302.3,311.0,1521,34.8,72,0,8.699999999999989,5542.900414287686,2505.6,0.0228796844181459
L,302.3,311.0,1446,37.6,75,0,8.699999999999989,5693.571197953855,2820.0,0.0260027662517289
L,302.4,311.1,1905,20.9,77,0,8.700000000000045,4169.364690211693,1609.3,0.0109711286089238
L,302.4,311.0,1475,47.9,79,0,8.600000000000023,7398.712498591762,3784.1,0.0324745762711864
L,302.4,311.0,1462,48.5,81,0,8.600000000000023,7425.363676269715,3928.5,0.0331737346101231
M,302.4,310.9,1435,42.3,83,0,8.5,6356.541495640908,3510.9,0.0294773519163763
L,302.4,310.9,1469,39.6,86,0,8.5,6091.799482722896,3405.6,0.0269571136827774
M,302.6,311.1,1520,43.0,88,0,8.5,6844.483194620962,3784.0,0.0282894736842105
L,302.6,311.0,1537,35.5,91,0,8.399999999999977,5713.876358471557,3230.5,0.0230969420949902
L,302.6,311.0,1369,60.0,93,1,8.399999999999977,8601.680685528854,5580.0,0.0438276113951789
L,302.6,311.0,1506,37.2,95,0,8.399999999999977,5866.735785019724,3534.0000000000005,0.0247011952191235
L,302.5,310.9,1330,56.9,97,1,8.399999999999977,7924.876908190492,5519.3,0.042781954887218
L,302.6,311.0,1660,38.0,99,0,8.399999999999977,6605.722152948138,3762.0,0.0228915662650602
H,302.5,310.9,1356,55.5,101,1,8.399999999999977,7880.999330795355,5605.5,0.040929203539823
H,302.6,311.0,1438,51.0,106,0,8.399999999999977,7679.937400965608,5406.0,0.0354659248956884
M,302.6,311.0,1329,48.6,111,1,8.399999999999977,6763.786151325753,5394.6,0.036568848758465
L,302.6,311.0,1284,68.0,114,1,8.399999999999977,9143.291259007734,7752.0,0.0529595015576324
M,302.5,311.0,1387,52.1,116,0,8.5,7567.332248285438,6043.6,0.0375630857966834
M,302.6,311.0,1591,33.9,119,0,8.399999999999977,5648.049520403338,4034.1,0.0213073538654934
M,302.6,311.0,1589,39.0,122,0,8.399999999999977,6489.587944520436,4758.0,0.0245437382001258
M,302.7,311.1,1297,60.7,125,1,8.400000000000034,8244.366409085063,7587.5,0.0468003084040092
L,302.7,311.2,1545,35.1,128,0,8.5,5678.89996026159,4492.8,0.0227184466019417
H,302.7,311.1,1418,43.4,130,0,8.400000000000034,6444.5793937700055,5642.0,0.0306064880112834
L,302.7,311.1,1730,28.1,135,0,8.400000000000034,5090.741455632021,3793.5,0.0162427745664739
L,302.6,311.0,2001,20.7,137,0,8.399999999999977,4337.565560884891,2835.9,0.0103448275862068
L,302.6,311.0,1620,36.2,139,0,8.399999999999977,6141.185319237327,5031.8,0.0223456790123456
M,302.6,311.0,1542,39.7,141,0,8.399999999999977,6410.671137062261,5597.700000000001,0.025745784695201
L,302.6,311.0,1424,38.0,144,0,8.399999999999977,5666.59538903503,5472.0,0.0266853932584269
L,302.7,311.1,1440,39.5,146,0,8.400000000000034,5956.459671206248,5767.0,0.0274305555555555
L,302.6,311.0,1520,42.8,148,0,8.399999999999977,6812.648389064586,6334.4,0.0281578947368421
L,302.7,311.0,1694,29.8,150,0,8.300000000000011,5286.378902146569,4470.0,0.0175914994096812
L,302.6,311.0,1610,39.2,152,0,8.399999999999977,6609.073185111967,5958.400000000001,0.0243478260869565
L,302.6,310.9,1331,52.0,154,1,8.299999999999955,7247.863691341891,8008.0,0.039068369646882
L,302.6,310.8,1470,41.2,156,0,8.199999999999989,6342.247249067075,6427.200000000001,0.0280272108843537
L,302.5,310.8,1577,36.9,158,0,8.300000000000011,6093.778686094657,5830.2,0.0233988585922637
L,302.6,310.8,1486,36.4,160,0,8.199999999999989,5664.333442324444,5824.0,0.0244952893674293
L,302.4,310.6,1445,40.3,162,0,8.200000000000045,6098.197859760707,6528.599999999999,0.0278892733564013
M,302.4,310.5,1500,36.7,164,0,8.100000000000023,5764.82251933727,6018.8,0.0244666666666666
M,302.2,310.4,1456,47.5,167,0,8.199999999999989,7242.418264075669,7932.5,0.0326236263736263
L,302.2,310.4,1743,28.1,170,0,8.199999999999989,5128.995582177233,4777.0,0.0161216293746414
L,302.0,310.1,1409,50.4,172,0,8.100000000000023,7436.526802165471,8668.8,0.0357700496806245
L,302.0,310.1,1361,45.4,174,1,8.100000000000023,6470.570836990706,7899.599999999999,0.0333578251285819
L,302.1,310.1,1753,28.9,176,0,8.0,5305.280817945667,5086.4,0.0164860239589275
L,302.0,310.0,1832,22.9,178,0,8.0,4393.286942584062,4076.2,0.0124999999999999
L,301.9,309.9,1374,48.5,180,1,8.0,6978.419761419008,8730.0,0.0352983988355167
M,301.8,309.9,1334,61.0,182,1,8.099999999999966,8521.465353107193,11102.0,0.0457271364317841
L,301.8,310.0,1493,40.3,185,0,8.199999999999989,6300.767754064177,7455.499999999999,0.0269926322839919
L,301.7,309.9,1317,49.0,187,1,8.199999999999989,6757.879957137005,9163.0,0.0372057706909643
M,301.7,309.9,1434,47.9,189,0,8.199999999999989,7193.053371512262,9053.1,0.0334030683403068
M,301.7,309.9,1457,39.2,192,0,8.199999999999989,5981.005981806297,7526.400000000001,0.026904598490048
M,301.7,310.0,1391,50.6,195,0,8.300000000000011,7370.658076195205,9867.0,0.0363767074047447
M,301.8,310.0,1781,23.9,198,0,8.199999999999989,4457.490624447925,4732.2,0.0134194272880404
L,301.8,310.0,1642,32.6,201,0,8.199999999999989,5605.564715751291,6552.6,0.0198538367844092
L,301.8,310.0,2032,19.0,203,0,8.199999999999989,4043.0203056598248,3857.0,0.0093503937007874
M,301.8,310.1,2372,13.9,205,1,8.300000000000011,3452.6941020992786,2849.5,0.0058600337268128
L,301.8,310.0,1393,44.9,208,0,8.199999999999989,6549.770387787704,9339.2,0.0322325915290739
M,301.7,310.1,1743,27.3,210,0,8.400000000000034,4982.974355638378,5733.0,0.0156626506024096
L,301.8,310.2,1457,40.4,213,0,8.399999999999977,6164.098001657509,8605.199999999999,0.0277282086479066
L,301.8,310.2,2825,5.8,215,1,8.399999999999977,1715.833187635625,1247.0,0.0020530973451327
M,301.8,310.2,1609,34.2,217,0,8.399999999999977,5762.497740773614,7421.400000000001,0.021255438160348
M,301.8,310.2,1437,42.3,0,0,8.399999999999977,6365.40078692403,0.0,0.0294363256784968
L,301.7,310.1,1402,50.1,3,0,8.400000000000034,7355.536543555927,150.3,0.0357346647646219
M,301.7,310.1,1644,34.6,5,0,8.400000000000034,5956.710998618536,173.0,0.0210462287104622
L,301.7,310.2,1471,51.1,8,0,8.5,7871.585024810099,408.8,0.0347382732834806
L,301.7,310.1,2695,12.6,10,0,8.400000000000034,3555.9687245982864,126.0,0.0046753246753246
L,301.7,310.2,1435,48.1,12,0,8.5,7228.1240175018365,577.2,0.0335191637630662
L,301.6,310.1,1694,26.3,14,0,8.5,4665.495474042106,368.2,0.0155253837072018
L,301.6,310.1,1687,26.6,16,0,8.5,4699.215235190637,425.6,0.0157676348547717
L,301.6,310.0,1869,22.9,18,0,8.399999999999977,4482.01599109695,412.2,0.0122525414660246
L,301.4,309.9,1259,63.9,20,1,8.5,8424.714771352139,1278.0,0.0507545671167593
H,301.4,309.9,1460,47.2,22,0,8.5,7216.447764805996,1038.4,0.0323287671232876
M,301.3,309.9,1501,39.5,27,0,8.599999999999966,6208.7819211670685,1066.5,0.0263157894736842
L,301.4,310.0,1776,25.6,30,0,8.600000000000023,4761.146498368404,768.0,0.0144144144144144
M,301.5,310.1,1468,40.8,32,0,8.600000000000023,6272.126901038951,1305.6,0.0277929155313351
L,301.5,310.1,1430,46.5,35,0,8.600000000000023,6963.3401166817775,1627.5,0.0325174825174825
L,301.4,310.1,1502,46.6,37,0,8.700000000000045,7329.67076404137,1724.2,0.0310252996005326
H,301.4,310.1,1623,32.3,39,0,8.700000000000045,5489.713250662412,1259.6999999999998,0.0199014171287738
M,301.4,310.0,1651,29.8,44,0,8.600000000000023,5152.191007936237,1311.2,0.0180496668685645
L,301.5,310.1,1639,33.4,47,0,8.600000000000023,5732.631666613487,1569.8,0.0203782794386821
M,301.5,310.0,1417,44.6,49,0,8.5,6618.100028003281,2185.4,0.0314749470712773
L,301.5,310.1,1541,42.2,52,0,8.600000000000023,6809.946619382498,2194.4,0.0273848150551589
M,301.6,310.2,1411,45.1,54,0,8.599999999999966,6663.956808770181,2435.4,0.0319631467044649
L,301.7,310.3,1397,44.6,57,0,8.600000000000023,6524.690006436545,2542.2000000000003,0.0319255547602004
L,301.7,310.2,1686,28.9,59,0,8.5,5102.51195610747,1705.1,0.0171411625148279
M,301.7,310.1,1431,44.0,61,0,8.400000000000034,6593.574661354258,2684.0,0.0307477288609364
L,301.8,310.3,1341,50.5,64,1,8.5,7091.674176580919,3232.0,0.0376584638329604
L,301.7,310.2,1486,43.0,66,0,8.5,6691.38291263602,2838.0,0.0289367429340511
L,301.6,310.2,1384,57.1,68,0,8.599999999999966,8275.625255988281,3882.8,0.041257225433526
L,301.6,310.1,1362,55.8,70,1,8.5,7958.659501192094,3906.0,0.0409691629955947
H,301.7,310.1,1660,29.3,72,0,8.400000000000034,5093.359449510012,2109.6,0.0176506024096385
L,301.6,310.1,1326,48.2,77,1,8.5,6692.974652913838,3711.4,0.0363499245852187
L,301.6,310.0,1566,30.3,79,0,8.399999999999977,4968.9314364768325,2393.7000000000003,0.0193486590038314
L,301.5,309.8,1549,38.5,81,0,8.300000000000011,6245.119676193589,3118.5,0.0248547449967721
M,301.6,309.9,1746,31.1,83,0,8.299999999999955,5686.345534850598,2581.3,0.0178121420389461
M,301.7,309.9,1452,41.5,86,0,8.199999999999989,6310.203004000459,3569.0,0.0285812672176308
L,301.6,309.8,1588,33.9,89,0,8.199999999999989,5637.399521307668,3017.1,0.0213476070528967
L,301.6,309.8,1472,42.5,91,0,8.199999999999989,6551.2678802859145,3867.5,0.0288722826086956
L,301.7,309.9,1607,37.7,93,0,8.199999999999989,6344.331172193955,3506.1000000000004,0.0234598630989421
H,301.6,309.9,1423,53.6,95,0,8.299999999999955,7987.268938290786,5092.0,0.0376669009135628
L,301.6,309.9,1440,43.4,100,0,8.299999999999955,6544.565815958256,4340.0,0.0301388888888888
L,301.6,309.9,1397,43.7,102,0,8.299999999999955,6393.025858324598,4457.400000000001,0.0312813171080887
L,301.7,309.9,1524,46.6,104,0,8.199999999999989,7437.029456990045,4846.400000000001,0.0305774278215223
M,301.7,309.9,1533,40.9,106,0,8.199999999999989,6565.897230076132,4335.4,0.0266797129810828
L,301.7,309.8,1398,46.0,109,0,8.100000000000023,6734.3180122350805,5014.0,0.0329041487839771
